c_hlevel,c_fullname,c_name,c_synonym_cd,c_visualattributes,c_totalnum,c_basecode,c_metadataxml,c_facttablecolumn,c_tablename,c_columnname,c_columndatatype,c_operator,c_dimcode,c_comment,c_tooltip,m_applied_path,update_date,download_date,import_date,sourcesystem_cd,valuetype_cd,m_exclusion_cd,c_path
3,\CMS\HHA_CONDITION_CODES\CLM_RLT_COND_CD\,Claim Related Condition Code,N,,,CLM_RLT_COND_CD:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\HHA_CONDITION_CODES\CLM_RLT_COND_CD\,,Claim Related Condition Code,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\BENE_ID\,Encrypted 723 Beneficiary ID (Unique Key),N,,,BENE_ID:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\BENE_ID\,,Encrypted 723 Beneficiary ID (Unique Key),@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\BENE_ENROLLMT_REF_YR\,Beneficiary Enrollment Reference Year,N,,,BENE_ENROLLMT_REF_YR:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\BENE_ENROLLMT_REF_YR\,,Beneficiary Enrollment Reference Year,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\CRDTBL_CVRG_SW\,Creditable Coverage Switch,N,,,CRDTBL_CVRG_SW:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\CRDTBL_CVRG_SW\,,Creditable Coverage Switch,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\PLAN_CVRG_MOS_NUM\,Plan Coverage Months Number,N,,,PLAN_CVRG_MOS_NUM:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\PLAN_CVRG_MOS_NUM\,,Plan Coverage Months Number,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\RDS_CVRG_MOS_NUM\,Retiree Drug Subsidy Coverage Months Number,N,,,RDS_CVRG_MOS_NUM:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\RDS_CVRG_MOS_NUM\,,Retiree Drug Subsidy Coverage Months Number,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\DUAL_ELGBL_MOS_NUM\,Dual Eligible Months Number,N,,,DUAL_ELGBL_MOS_NUM:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\DUAL_ELGBL_MOS_NUM\,,Dual Eligible Months Number,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\PTD_CNTRCT_ID_01\,Jan. Contract ID,N,,,PTD_CNTRCT_ID_01:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\PTD_CNTRCT_ID_01\,,Jan. Contract ID,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\PTD_CNTRCT_ID_02\,Feb. Contract ID,N,,,PTD_CNTRCT_ID_02:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\PTD_CNTRCT_ID_02\,,Feb. Contract ID,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\PTD_CNTRCT_ID_03\,Mar. Contract ID,N,,,PTD_CNTRCT_ID_03:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\PTD_CNTRCT_ID_03\,,Mar. Contract ID,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\PTD_CNTRCT_ID_04\,Apr. Contract ID,N,,,PTD_CNTRCT_ID_04:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\PTD_CNTRCT_ID_04\,,Apr. Contract ID,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\PTD_CNTRCT_ID_05\,May Contract ID,N,,,PTD_CNTRCT_ID_05:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\PTD_CNTRCT_ID_05\,,May Contract ID,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\PTD_CNTRCT_ID_06\,Jun. Contract ID,N,,,PTD_CNTRCT_ID_06:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\PTD_CNTRCT_ID_06\,,Jun. Contract ID,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\PTD_CNTRCT_ID_07\,Jul. Contract ID,N,,,PTD_CNTRCT_ID_07:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\PTD_CNTRCT_ID_07\,,Jul. Contract ID,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\PTD_CNTRCT_ID_08\,Aug. Contract ID,N,,,PTD_CNTRCT_ID_08:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\PTD_CNTRCT_ID_08\,,Aug. Contract ID,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\PTD_CNTRCT_ID_09\,Sep. Contract ID,N,,,PTD_CNTRCT_ID_09:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\PTD_CNTRCT_ID_09\,,Sep. Contract ID,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\PTD_CNTRCT_ID_10\,Oct. Contract ID,N,,,PTD_CNTRCT_ID_10:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\PTD_CNTRCT_ID_10\,,Oct. Contract ID,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\PTD_CNTRCT_ID_11\,Nov. Contract ID,N,,,PTD_CNTRCT_ID_11:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\PTD_CNTRCT_ID_11\,,Nov. Contract ID,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\PTD_CNTRCT_ID_12\,Dec. Contract ID,N,,,PTD_CNTRCT_ID_12:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\PTD_CNTRCT_ID_12\,,Dec. Contract ID,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\PTD_PBP_ID_01\,Jan. Plan Benefit Package ID,N,,,PTD_PBP_ID_01:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\PTD_PBP_ID_01\,,Jan. Plan Benefit Package ID,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\PTD_PBP_ID_02\,Feb. Plan Benefit Package ID,N,,,PTD_PBP_ID_02:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\PTD_PBP_ID_02\,,Feb. Plan Benefit Package ID,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\PTD_PBP_ID_03\,Mar. Plan Benefit Package ID,N,,,PTD_PBP_ID_03:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\PTD_PBP_ID_03\,,Mar. Plan Benefit Package ID,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\PTD_PBP_ID_04\,Apr. Plan Benefit Package ID,N,,,PTD_PBP_ID_04:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\PTD_PBP_ID_04\,,Apr. Plan Benefit Package ID,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\PTD_PBP_ID_05\,May Plan Benefit Package ID,N,,,PTD_PBP_ID_05:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\PTD_PBP_ID_05\,,May Plan Benefit Package ID,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\PTD_PBP_ID_06\,Jun. Plan Benefit Package ID,N,,,PTD_PBP_ID_06:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\PTD_PBP_ID_06\,,Jun. Plan Benefit Package ID,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\PTD_PBP_ID_07\,Jul. Plan Benefit Package ID,N,,,PTD_PBP_ID_07:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\PTD_PBP_ID_07\,,Jul. Plan Benefit Package ID,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\PTD_PBP_ID_08\,Aug. Plan Benefit Package ID,N,,,PTD_PBP_ID_08:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\PTD_PBP_ID_08\,,Aug. Plan Benefit Package ID,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\PTD_PBP_ID_09\,Sep. Plan Benefit Package ID,N,,,PTD_PBP_ID_09:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\PTD_PBP_ID_09\,,Sep. Plan Benefit Package ID,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\PTD_PBP_ID_10\,Oct. Plan Benefit Package ID,N,,,PTD_PBP_ID_10:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\PTD_PBP_ID_10\,,Oct. Plan Benefit Package ID,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\PTD_PBP_ID_11\,Nov. Plan Benefit Package ID,N,,,PTD_PBP_ID_11:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\PTD_PBP_ID_11\,,Nov. Plan Benefit Package ID,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\PTD_PBP_ID_12\,Dec. Plan Benefit Package ID,N,,,PTD_PBP_ID_12:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\PTD_PBP_ID_12\,,Dec. Plan Benefit Package ID,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\PTD_SGMT_ID_01\,Jan. Segment ID,N,,,PTD_SGMT_ID_01:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\PTD_SGMT_ID_01\,,Jan. Segment ID,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\PTD_SGMT_ID_02\,Feb. Segment ID,N,,,PTD_SGMT_ID_02:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\PTD_SGMT_ID_02\,,Feb. Segment ID,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\PTD_SGMT_ID_03\,Mar. Segment ID,N,,,PTD_SGMT_ID_03:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\PTD_SGMT_ID_03\,,Mar. Segment ID,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\PTD_SGMT_ID_04\,Apr. Segment ID,N,,,PTD_SGMT_ID_04:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\PTD_SGMT_ID_04\,,Apr. Segment ID,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\PTD_SGMT_ID_05\,May Segment ID,N,,,PTD_SGMT_ID_05:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\PTD_SGMT_ID_05\,,May Segment ID,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\PTD_SGMT_ID_06\,Jun. Segment ID,N,,,PTD_SGMT_ID_06:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\PTD_SGMT_ID_06\,,Jun. Segment ID,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\PTD_SGMT_ID_07\,Jul. Segment ID,N,,,PTD_SGMT_ID_07:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\PTD_SGMT_ID_07\,,Jul. Segment ID,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\PTD_SGMT_ID_08\,Aug. Segment ID,N,,,PTD_SGMT_ID_08:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\PTD_SGMT_ID_08\,,Aug. Segment ID,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\PTD_SGMT_ID_09\,Sep. Segment ID,N,,,PTD_SGMT_ID_09:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\PTD_SGMT_ID_09\,,Sep. Segment ID,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\PTD_SGMT_ID_10\,Oct. Segment ID,N,,,PTD_SGMT_ID_10:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\PTD_SGMT_ID_10\,,Oct. Segment ID,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\PTD_SGMT_ID_11\,Nov. Segment ID,N,,,PTD_SGMT_ID_11:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\PTD_SGMT_ID_11\,,Nov. Segment ID,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\PTD_SGMT_ID_12\,Dec. Segment ID,N,,,PTD_SGMT_ID_12:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\PTD_SGMT_ID_12\,,Dec. Segment ID,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\CST_SHR_GRP_CD_01\,Jan. Cost Share Group Code,N,,,CST_SHR_GRP_CD_01:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\CST_SHR_GRP_CD_01\,,Jan. Cost Share Group Code,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\CST_SHR_GRP_CD_02\,Feb. Cost Share Group Code,N,,,CST_SHR_GRP_CD_02:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\CST_SHR_GRP_CD_02\,,Feb. Cost Share Group Code,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\CST_SHR_GRP_CD_03\,Mar. Cost Share Group Code,N,,,CST_SHR_GRP_CD_03:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\CST_SHR_GRP_CD_03\,,Mar. Cost Share Group Code,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\CST_SHR_GRP_CD_04\,Apr. Cost Share Group Code,N,,,CST_SHR_GRP_CD_04:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\CST_SHR_GRP_CD_04\,,Apr. Cost Share Group Code,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\CST_SHR_GRP_CD_05\,May Cost Share Group Code,N,,,CST_SHR_GRP_CD_05:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\CST_SHR_GRP_CD_05\,,May Cost Share Group Code,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\CST_SHR_GRP_CD_06\,Jun. Cost Share Group Code,N,,,CST_SHR_GRP_CD_06:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\CST_SHR_GRP_CD_06\,,Jun. Cost Share Group Code,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\CST_SHR_GRP_CD_07\,Jul. Cost Share Group Code,N,,,CST_SHR_GRP_CD_07:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\CST_SHR_GRP_CD_07\,,Jul. Cost Share Group Code,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\CST_SHR_GRP_CD_08\,Aug. Cost Share Group Code,N,,,CST_SHR_GRP_CD_08:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\CST_SHR_GRP_CD_08\,,Aug. Cost Share Group Code,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\CST_SHR_GRP_CD_09\,Sep. Cost Share Group Code,N,,,CST_SHR_GRP_CD_09:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\CST_SHR_GRP_CD_09\,,Sep. Cost Share Group Code,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\CST_SHR_GRP_CD_10\,Oct. Cost Share Group Code,N,,,CST_SHR_GRP_CD_10:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\CST_SHR_GRP_CD_10\,,Oct. Cost Share Group Code,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
3,\CMS\MBSF_D_CMPNTS\CST_SHR_GRP_CD_11\,Nov. Cost Share Group Code,N,,,CST_SHR_GRP_CD_11:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\MBSF_D_CMPNTS\CST_SHR_GRP_CD_11\,,Nov. Cost Share Group Code,@,2017-09-08 18:05:41,2017-09-08 18:05:41,2017-09-08 18:05:41,grouse.kumc.edu,,,
